COLLEGE_NAME,ADDRESS,DISTRICT,STATE,OFFICE_NUMBER,EMAIl,WEBSITE_LINK
Dnyanopasak Shikshan Mandal's Institute of Information Technology & Management| Parbhani.,C/o. Dnyanopasak College of  Arts| Commeres  & Science| Near Zilla Parishad| Jintur Road| Parbhani  431401,Parbhani,Maharashtra,293044//293044,gopal.hoge@gmail.com,www.dsmiitm.com
Maratha Education Society's Institute of Management studies & Information Technology| Aurangabad,Vivekanand College Campus|  Samarth nagar |Aurangabad  431001,Aurangabad,Maharashtra,2365821//,drashokgaikwad@gmail.com,www.imsit.edu.in
S.V.S.P. Mandal's Swami Vivekanand Institute of Technology and Mangement |Udgir,Avalkonda Road| Udgir| Dist. Latur.   413517,Latur,Maharashtra,253970//253970,svitm934@gmail.com,www.svspm.edu.in
Gramodyogik Shikshan Mandal's Marathwada Institute of Technology| Aurangabad,P.B.-327| Satara Village Rd.|  off Beed By-Pass Highway |Aurangabad,Aurangabad,Maharashtra,2375375//2375111,principal.mite@mit.asia,www.mit.asia
Mahatma Gandhi Missions College of Engineering| Hingoli Rd| Nanded.,Near Airport|Hingoli Road| Nanded,Nanded,Maharashtra,222999//224087,mgmcen@mgmcen.ac.in,www.mgmcen.ac.in
Maharashtra College of Engineering| Nilanga,Maharashtra Education Society's College of Engineering| Nilanga A/P Nilanga Dist. Latur,Latur,Maharashtra,242088//,mcenilanga20@yahoo.com,www.mce-nilanga.com
M.S. Bidve Engineering College| Latur,P.O. Box No. 112| Barshi Road| Latur,Latur,Maharashtra,221255//221846,principal@msbecl.ac.in,www.msbecl.ac.in
Terna Public Charitable Trust's College of Engineering| Osmanabad,Solapur  Road| Osmanabad,Osmanabad,Maharashtra,251011//,coe@ternatrust.org,www.coeosmanabad.com
Shree Tuljabhavani College of Engineering| Tuljapur,Naldurg Road| Tuljapur| Dist. Osmanabad,Osmanabad,Maharashtra,243603//243603,stbcet@gmail.com,www.stbcet.org.in
M.G.M.'s Jawaharlal Nehru Engineering College| Aurangabad,Mahatma Gandhi Mission's Jawaharlal Nehru Engg. College Campus| N-6| CIDCO,Aurangabad,Maharashtra,2482893//2481434,jnec@jnec.ac.in,www.jnec.org
Mahatma Basaweshwar Education Society's College of Engineering| Ambejogai,Ambejogai| Beed,Beed,Maharashtra,247262//2488882,khadakbhavibi@gmail.com,www.coea.ac.in
Peoples Education Society's College of Engineering| Aurangabad,Nagasen Vana| Near Panchakki| University Rd.| Aurangabad,Aurangabad,Maharashtra,2403017//2403001,principal@pescoe.ac.in,www.pescoe.ac.in
Hi-Tech Institute of Technology| Aurangabad,P-119| Bajajnagar| Aurangabad,Aurangabad,Maharashtra,2553496//2552240,principal@hitechengg.edu.in,www.hitechengg.edu.in
Aditya Engineering College | Beed,Telgaon Road| Beed Tal.& Dist. Beed,Beed,Maharashtra,227038//,principal.aditya@gmail.com,www.adityaeducation.org.in
Nagnathappa Halge Engineering  College| Parli| Beed,At Brahmwadi | Post Tokwadi| Parli-Beed State Highway| Parli Vaijnath Dist. Beed,Beed,Maharashtra,224334//224334,nhce1@hotmail.com,www.nhce.in
Matsyodari Shikshan Sansatha's College of Engineering and Technology| Jalna,Jalna-Aurangabad Road| Nagewadi| Jalna,Jalna,Maharashtra,202533//202533,msscetjalna@gmail.com,www.msscetjalna.org
Shri Sai Samajik Vikas Santha's Shri Sai Colllege of Engineering| Paddari Village Tal. & Dist. Aurangabad,Gut No. 80| Paddari Village|Near Beed bypass|via Deolai|Near Sai Mandir| Tal. & Dist. Aurangabad,Aurangabad,Maharashtra,6453732//6517388,appoint01@gmail.com,www.saiengineeringcollege.in
Maharashtra Education Society's Maharashtra Udayagiri Institute of Management & Technology| Somnathpur,Vill. Somnathpur| Tal. Udgir. Dist. Latur,Latur,Maharashtra,256152//257722,principalmuimt@gmail.com,www.muec.ac.in
Geetai Charitable Trust's Khurana Sawant Institute of Engineering & Technology| Balsond| Hingoli.,Balsond| Tal.& Dist. Hingoli,Hingoli,Maharashtra,290281//290282,ksiet_hingoli@yahoo.co.in,www.ksiet.org
Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology| Osmanabad,Keshav Nagar| Jadahavwadi Road| Osmanabad.Tal.  & Dist. Osmanabad,Osmanabad,Maharashtra,2293200//2293099,ktpcoeo@gmail.com,www.ktpcoe.org.in
G.S. Mandals Marathwada Institute of Technology (Arch.)| Aurangabad,PB 327|Satara Road| Aurangabad,Aurangabad,Maharashtra,2375111//2375111,info@mit.asia,www.mit.asia
Javaharlal Nehru Institute of Education Science & Technological Research| Mahatma Gandhi College of Architecture| Vasara,Latur Road| Nanded,Nanded,Maharashtra,//,,
Gramodyogik Shikshan Mandal's Marathwada Institute Of Technology| Rotegaon| Vaijapur| Dist. Aurangabad.,Rotegaon| Post Box No. 327| Taluka| Vaijapur|Satara Village Road Dist. Aurangabad 431028,Aurangabad,Maharashtra,204035//204035,munish.sharma@mit.asia,www.mit.asia
Shree Bharavnath Nisarga Mandal| Diploma in Engineering and Technology| Gevrai Tanda| Aurangabad,Gevrai Tanda| Paithan Road| Taluka & Dist. Aurangabad.  431001,Aurangabad,Maharashtra,2480451//6616401,principalsbnm@rediffmail.com,www.sbnmpoly.org
Vinayakrao Patil Shikshan Prasarak Mandal| Institute Of Engineering & Technology Kannad,Kannad| Dist Aurangabad,Aurangabad,Maharashtra,220588//220588,1157principal@msbte.com,www.ietkannad.org
Shree Dhaneshwari Manav Vikas Mandal Diploma In Engineering And Technology Institute| Hatta| Tal. Basmat| Hingoli,Hatta| Taluka Vasamat| Dist. Hingoli,Hingoli,Maharashtra,22454//244257,1006principal@msbte.com,www.sdmvmspolyhatta.in
Dharati Janseva Pratishthan| Diploma In Engineering & Technology Institute| Jalna,Rohanwadi| Revgaon Raod| Tq.Dist.Jalna,Jalna,Maharashtra,02482223//8888651267,1093principal@msbte.com,www.djppolytech.org
Education Society| Kalawatibai College Of Engineering & Technology (Polytechnic)| Naigaon| Nanded,Lalwandi Road| Tal. Naigaon (Kh)| Nanded  431709,Nanded,Maharashtra,263399//263399,1155principal@msbte.com,www.kalawatibaipoly.com
Sahayog Sevabhai Sanstha| Indira Institute Of Technology(Polytechnic)| Nanded.,Gat No. 18 & 22 Vishnupuri| Nanded 431606,Nanded,Maharashtra,229155//229155,indirapoly@gmail.com,www.sahayogcampus.ac.in
Gramodyogik Shikshan Mandal's Marathwada Institute of Technology| Aurangabad,P.B.-327| Satara Village Rd.|  off Beed By-Pass Highway Aurangabad | 431005,Aurangabad,Maharashtra,2375333//2375333,sunil.deshmukh@mit.asia,www.mit.asia
Aurangabad College of Engineering|  Naygaon Savangi| Aurangabad,GatT No 52| TUljapur Shivar| Naygoan Savangi| Aurangabad,Aurangabad,Maharashtra,2485686//,lokhande3000@gmail.com,www.aurangabadengg.com
Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies| Parbhani,Vasmat Road|Parbhani,Parbhani,Maharashtra,234109//234109,director.ssiems@yahoo.com,www.mspgroup.org
Balaghat Engineering College|Ruddha| Ahmedpur,Latur - Nanded Highway| Rudha| Ahmedpur| Taluka - Ahmedpur|Dist-Latur,Latur,Maharashtra,279033//,balaghat_eng@rediffmail.com,www.balaghatcollege.com
Ransamrat Kreeda Mandal's Rajarshi Shahu Institue of Technology|Parli Road Kallam| Dist. Osmanabad,Gat No 65-A/2| Parli Road Kallam| Dist. Osmanabad. 413507,Osmanabad,Maharashtra,263010//263011,rsit1489@gmail.com,www.shahuitkallam.org
Phoenix Foundation Sanstha's Phoenix Institute Of Technology|Lodga| Tal. Asua|Dist. Latur,At Post Lodga| Tq Asua|Dist. Latur  413512,Latur,Maharashtra,255786//,pitpoly@gmail.com,www.pitpoly.com
Ambarwadikar Institute of Hotel Management & Catering Technology Polytechnic| Deolai| Aurangabad,Gut No. 103| Deolai| Surya Lawns Campus| Beed | Aurangabad,Aurangabad,Maharashtra,2653155//2242044,ambarwadikar.hmct@gmail.com,www.ambarwadikartech.com
Baliram Patil Mission's S.N.Rai Institute of Engg. & Technology Shrikshtra | Mahur Dist Nanded.,Shrikshetra Mahur Tal. Mahur Dist Nanded.,Nanded,Maharashtra,268136//,1499principal@msbte.com,www.balirampatilmission.org
Anand Charitable Trusts| Diploma in Engineering & Technology| Murshadapur| Ashti| Dist. Beed,Murshadapur| Tq. Ashti| Dist. Beed.  414203,Beed,Maharashtra,282974//282974,acspoly.ashti@gmail.com,www.dietashti.org
Sevadas Shikshan Prasarak Mandal's Vasantrao Naik Instiute of Technology| Vasarni| Nanded,Gut No 24| Vasarni| Nanded. 431603,Nanded,Maharashtra,225375//225375,1506principal@msbte.com,www.sevadasspmnnd.org
Shri Sai Institute of Technology(Polytechnic)|Aurangabad,P-75 Behind Garware Palyster|MIDC |Chikalthana  Aurangabad | 431210,Aurangabad,Maharashtra,2470312//2470312,ssitpoly@gmail.com,www.ssit.org.in
Sai Institute of Engineering & Technology| Bilda| Aurangabad.,Survey No.170| Sai Nagar|Aurangabad Ajanta Road|Jalgaon Highway|Village Bilda|Tal. Phulambri|,Aurangabad,Maharashtra,2020555//2020555,sietaurangabad@gmail.com,www.sietaurangabad.com
International Centre of Excellence in Engineering & Management| Aurangabad.,Gut No.4|Opp.Bajaj Auto ltd. Infront of MIDC filtration plant|Aurangabad-Pune High way,Aurangabad,Maharashtra,2558123//,director@iceemabad.com,www.iceemabad.com
STMEI's Sandipani Technical Campus-Faculty of Engineering| Latur.,Gat No. 23| Kolpa Tq & Dist. Latur,Latur,Maharashtra,263546//,badgireudhav@gmail.com,www.vit.edu/latur
Maitree Foundation's Maitree Institute of Management & Technology| Bhatangali Tal.& Dist. Latur,Gut. No. 237| Bhatangali| Tq. & Dist. Latur.  413512,Latur,Maharashtra,254888//240430,mimlatur@rediffmail.com,www.mimlatur.com
V.J. Shinde College of Engineering| Osmanabad.,Gat No. 738| Waruda road| Osmanabad.,Osmanabad,Maharashtra,203205//203205,vjscoe2529@gmail.com,www.vjsengg.com
CSMSS Chh. Shahu College of Engineering| Aurangabad,Kanchanwadi| Paithan Road| Aurangabad.,Aurangabad,Maharashtra,6646371//6646370,shahuengg@gmail.com,www.csmssengg.org
D.B.Group of Instituions| School of Technology| At.Mahalangra| Tal.Chakur|Latur,Opp. LATUT-NANDED HIGHWAY|AT MAHALANGRA|TQ-CHAKUR|DIST-LATUR-412513,Latur,Maharashtra,259009//259008,dbimr@yahoo.com,www.dbgroup.org.in
Gramin College of Engineering| Vishnupuri| Nanded,Vishnupuri| Nanded| Nanded waghala| Nanded,Nanded,Maharashtra,229112//229900,graminenggnanded@gmail.com,www.graminenggnanded.org
Government College of Engineering| Chandrapur,Ballarsha Bypass Road|Chandrapur,Chandrapur,Maharashtra,230478//230299,gcoechandrapur@gmail.com,www.gcoec.ac.in
Laxminarayan Institute of Technology| Nagpur,L.I.T.Premises| Opposite Bharatnagar| Amravati Road| Nagpur,Nagpur,Maharashtra,2561107//2531659,rajumankar@gmail.com,www.litnagpur.in
Lady Amritbai Daga College for Women of Arts| Comm & Sci &  R.Purohit College of H.Sci & H. Sc. Technology| Nagpur,Department of HMCT| L.A.D.  & Smt. R.P.College for Women|  Seminary hills| Shankar Nagar|Nagpur,Nagpur,Maharashtra,2512336//2246623,lad_hmct@yahoo.com,hmct.ladcollege.in/
Government Institute of Hotel Management & Catering Technology| Nagpur,Govt. Polytechnic Campus| Nagpur | 440001,Nagpur,Maharashtra,2544355//2542725,principahmct_ngp@hotmail.com,www.gihmctngp.org
Adv.V.R.Manohar Institute of Diploma in Medical Laboratory Technology| Nagpur,Electronic Zone|M.I.D.C Nildoh Nagpur,Nagpur,Maharashtra,242304//,principal_dmltnys@yahoo.com,www.dmltngp.com
Government College of Engineering| Nagpur,Sector-27| Mihan Rehabilitation Colony| Khapari| Nagpur,Nagpur,Maharashtra,202012//202011,office.gcoenagpur@dtemaharashtra.gov.in,www.gcoen.ac.in
Shree Shivaji Education Society| Dr. Panjabrao Deshmukh Institute of Management Technology & Research| Nagpur,Dept. of Dhanwate National College| Congress Nagar Opp. Ajni Rly Station  Nagpur | 440012,Nagpur,Maharashtra,2445356//2522759,pdimtrdnc@gmail.com,www.pdimtr.ac.in
Kavi Kulguru Institute of Technology & Science| Ramtek,K. K. Nagar| Ramtek| Nagpur - 441 106,Nagpur,Maharashtra,255309//255047,principal@kits.edu,www.kits.edu
GES Department Of Management Technology N.M.D.PG College Of Arts| Commerce| Law & Management| Gondia,Ramnagar| Gondia   441614,Gondia,Maharashtra,252682//252634,dmtr.nmd@rediffmail.com,www.nmdcgmmba.co.in
Shri Ramdeobaba College of Engineering and Management| Nagpur,Gittikhadan| Katola  Road| Nagpur,Nagpur,Maharashtra,2580011//2583239,deanadmissions@rknec.edu,www.rknec.edu
Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering| Nagpur,C.R.P.F. Gate No.3| Digdoh Hills| Hingna Road| Nagpur,Nagpur,Maharashtra,9604787184//9881713575,principal.ghrce@raisoni.net,www.ghrce.raisoni.net
G.H. Raisoni Institute of Information Technology,37-39/1| SHRADDHA PART| OFF HINGNA-WADI LINK ROAD| MIDC| NAGPUR| MAHARASHTRa 440028,Nagpur,Maharashtra,236102//236102,ghriitnag@raisoni.net,ghriit.raisoni.net
Bapurao Deshmukh College of Engineering| Sevagram,P.O.Sevagram|Dist-Wardha,Wardha,Maharashtra,284378//284030,princi.bdces@gmail.com,www.bdce.edu.in
Lokmanya Tilak Jankalyan Shikshan Sanstha| Priyadarshani College of Engineering| Nagpur,Near CRPF Campus| Hingna Road| Nagpur,Nagpur,Maharashtra,244381//244285,mpsingh3712@rediffmail.com,www.pcenagpur.edu.in
Ranibai Agnihotri Institute of Computer Information Technology| Wardha,Bapuji Wadi| Ramnagar Wardha | 442001,Wardha,Maharashtra,661111//,raicitprincipal@gmail.com,www.agnihotrigroup.org
Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering| Nagpur,Near Dighori Naka| Umrer Road| Bhadura| Nagpur,Nagpur,Maharashtra,663603//663603,admin@srpce.ac.in,www.srpce.ac.in
Guru Nanak Institute of Engineering & Technology|Kalmeshwar| Nagpur,Khasara No-94|95&164/1|Mauza Dahegaon|Opposite IOC Prtrol Pump|Kalmeshwar| Nagpur,Nagpur,Maharashtra,661400//661400,gnietnagpur@gmail.com,www.gniet.ac.in
Amar Seva Mandal's Shree Govindrao Vanjari College of Engineering &  Technology| Nagpur,Survey No. 148/149| Salai Godhani| Near Chikna Village| Hudakeshwar Road| Nagpur,Nagpur,Maharashtra,2742308//2742308,gwcet@rediffmail.com,www.gwcet.ac.in
Lokmanya Tilak Jankalyan Shikshan Sastha| Priyadarshini J. L. College Of Engineering| Nagpur,846| Nandanvan| Nagpur,Nagpur,Maharashtra,2711505//2712490,principaljlcce@gmail.com,www.jlcce.ltjss.net
Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology| Management & Research| Nagpur,Behind Asarambapu Ashram Village| Yerala| Katol Road| Nagpur,Nagpur,Maharashtra,2667777//2667666,ceo@sbjit.edu.in,www.sbjit.edu.in
Jaidev Education Society| J D College of Engineering and Management| Nagpur,At Khandala| Post Vaini Katol Road| Nagpur,Nagpur,Maharashtra,2023003//2682619,principal@jdcoem.ac.in,www.jdcoem.ac.in
Samridhi Sarwajanik Charitable Trust| Jhulelal Institute of Technology| Nagpur,Kh. No.72| 68/1| 68/2| 68/3| Lonara Dist. Nagpur,Nagpur,Maharashtra,2668233//2668235,admin@jit.org.in,www.jit.org.in
Shriram Gram Vikas Shikshan Sanstha| Vilasrao Deshmukh College of Engineering and Technology| Nagpur,Sr. No.121| 262| At Mouza| Taluka Mauda| Bhandara Road| Nagpur,Nagpur,Maharashtra,281254//,vdcoe_ngp@hotmail.com,www.vdcet.com
Ankush Shikshan Sanstha's G. H. Raisoni Institute of Engineering & Technology| Nagpur,MIDC| Near Facor| Higna Wadi Road| Nagpur,Nagpur,Maharashtra,234501//234501,ghrietn@raisoni.net,www.ghrietn.raisoni.net
Sanmarg Shikshan Sanstha| Mandukarrao Pandav College of Engineering| Bhandara,Sr. No.183/1| Billewada| Taluka & Dist Bhandara,Bhandara,Maharashtra,71843094//,mpce@rediffmail.com,WWW.MPCE.ORG.IN
Shri. Sai Shikshan Sanstha| Nagpur Institute of Technology| Nagpur,Sr. No.13/2| Mahurzari| Katol Road| Taluka & Dist Nagpur,Nagpur,Maharashtra,9881711787//9881711787,registrar@nit.edu.in,www.nit.edu.in
Wainganga College of Engineering and Management| Dongargaon| Nagpur,Dongargoan| Near Gumgaon Railway Station| Post - Gumgaon| Wardha road| Nagpur,Nagpur,Maharashtra,203728//202007,wcem4145@gmail.com,www.wcem.in
KDK College of Engineering| Umrer| Nagpur,State Highway No.9| Opp. W. C. L.| Umrer Project| Umrer| Nagpur,Nagpur,Maharashtra,247317//247823,dratulcwaghmare@rediffmail.com,www.ucoe.org.in
K.D.K. College of Engineering| Nagpur,Great Nag Road| Nandanvan| Nagpur,Nagpur,Maharashtra,2710030//2711400,kdkce4147@gmail.com,www.kdkce.edu.in
Vidarbha Bahu-Uddeshiya Shikshan Sanstha's Tulshiramji Gaikwad Patil College of Engineering & Technology| Nagpur,Kh. No. 8/1| Mohgaon|Wardha Road|Nagpur,Nagpur,Maharashtra,645410//6648252,vidarbhabuss@yahoo.co.in,www.tgpcet.com
Center for Advance Education|Institute of Management Technology| Katol Road| Nagpur,35 Km Milestone| Mouza Dorli| Katol Road| Nagpur,Nagpur,Maharashtra,//,,www.itm.edu
Rajiv Gandhi College of Engineering Research & Technology  Chandrapur,Ballarpur Road Babupeth Dist. Chandrapur,Chandrapur,Maharashtra,225168//225286,principal@rcert.ac.in,www.rcert.ac.in
Gondia Education Society's Manoharbhai Patel Institute of Engineering and Technology| Gondia,Kudwa|  Dist. Gondia,Gondia,Maharashtra,252033//252158,principal_miet@rediffmail.com,www.mietgondia.in
Yeshwantrao Chavan College of Engineering|Wanadongri| Nagpur,Hingna Road| Wanadongri| Nagpur  441110,Nagpur,Maharashtra,242919//329250,principal@ycce.edu,www.ycce.edu
Lokmanya Tilak Jankalyan Shikshan Sanstha's | Priyadarshini Institute of Engineering and Technology| Nagpur,Mouza Shivangaon | Khasara| 1/1A| 1909/12C| Near CRPF Campus| Hingna Road| Nagpur,Nagpur,Maharashtra,244463//244470,viveknanoti@gmail.com,www.piet.ltjss.net
Anjuman College of Engineering & Technology| Nagpur,Mangalwari Bazar Road| Sadar| Nagpur,Nagpur,Maharashtra,6604502//2583559,eng_acet@rediffmail.com,www.anjumanengg.edu.in
ST. Vincent Pallotti College of Engineering & Technology| Nagpur,Gavsi Manapur| Wardha Road|  Nagpur,Nagpur,Maharashtra,275951//,info@stvincentngp.edu.in,www.stvincentngp.edu.in
JMSS Shri Shankarprasad Agnihotri College of Engineering| Wardha,Agnihotri College Campus| Bapujiwadi| Ramnagar| Wardha,Wardha,Maharashtra,250007//232552,agisspace2007@gmail.com,www.sspace.ac.in
Priyadarshini Bhagwati  College of Engineering| Harpur Nagar| Umred Road|Nagpur,Harpur Nagar| Umrer Road| Nagpur,Nagpur,Maharashtra,2710282//2710281,principalpbcoe@gmail.com,www.bcce.ltjss.net
Rajiv Gandhi College of Engineering & Research| Hingna Road| Nagpur,Wanadongari| Hingna Road| Nagpur,Nagpur,Maharashtra,9028049155//,rgcerngp@gmail.com,www.rgcer.edu.in
Lokmanya Tilak Jankalyan Shiksan Sanstha| Priyadarshini Indira Gandhi College of Engineering| Nagpur,Opp. Lata Mangeshkar Hospital| Hingana Road| Nagpur,Nagpur,Maharashtra,232545//232545,pigce.principal@gmail.com,www.pice.ltjss.net
KDKs Shrimati Rajashri Mulak College of Engineering for Womens| Nagpur,KDK College Campus| Great Nag Road| Nandanvan| Nagpur,Nagpur,Maharashtra,2714750//2716411,principal_srmcew@yahoo.com,www.srmcew.edu.in
Sarvasiddhanta Education Soc's Nuva College of Engineering and Technology| Nagpur,146|149|150 & 153|Nagpur Katol Highway| Khapri(Kothe)|Tal.Kalmeshwar| Nagpur,Nagpur,Maharashtra,661105//0,infonuva@gmail.com,www.nuvaedu.com
Om Arunodaya Bahuuddeshiya Khadi Garmudyog Vikas Sanstha's Om College of Engineering| Inzapur| Wardha(Closed A.Y. 2018-19),Lloyd Steel Industrial Limited| Hinganghat Road|  Inzapur| Wardha,Wardha,Maharashtra,285252//,glpworld@rediffmail.com,www.omcoe.com
Shree Bapuraoji Deshmukh Foundation| Suresh Deshmukh College of Engineering| Selukate| Wardha,Selukate| Survey No. 161| Mauje Selu Kate| Dist. Wardha,Wardha,Maharashtra,282533//282333,princi.sdces@gmail.com,www.sdce.edu.in
Datta Meghe Institute of Medical Science's Datta Meghe Institute of Engineering & Technology & Research| Savangi (Meghe),Wardha Yavatmal Road Wardha,Wardha,Maharashtra,287894//,principal_dmietr@yahoo.com,www.dmietr.edu.in
Dr. Babasaheb Ambedkar College of Engineering and Research| Wanadongri| Nagpur,Wanhadongri| Hingna Road| Nagpur,Nagpur,Maharashtra,242406//242406,svssngp@gmail.com,www.svsscer.edu.in
Krushi Jivan Vikas Pratishthan| Ballarpur Institute of Technology| Mouza Bamni,Bamani| Rajapura Road| Tal. Ballarpur. Chandrapur,Chandrapur,Maharashtra,7720079166//,bit.ballarpur@gmail.com,www.bitedu.co.in
Sardar Patel Memorial Society's Namdevrao Poreddiwar College of Engineering and Technology| Gadchiroli,At Mouza Boldi| Dhanopra Road| Tal & Dist. Gadchiroli,Gadchiroli,Maharashtra,237861//237862,principal.ncet@gmail.com,www.npcet.ac.in
M.D. Yergude Memorial Shikshan Prasarak Mandal's Shri Sai College of Engineering & Technology| Badravati,Near Village Lonara| Nagpur Road| Badravati Dist. Chandrapur,Chandrapur,Maharashtra,230723//230723,mdyergude@yahoo.com,www.sscet.in
Maitraya Education Society| Nagarjuna Institute of Engineering Technology & Management| Nagpur,Khasara No. 27| 32-B| At Satnavari| Amravati Road| Nagpur,Nagpur,Maharashtra,322212//,maitrey.ngp@gmail.com,www.nietm.in
K.D.M. Education Society| Vidharbha Institute of Technology|Umred Road |Nagpur,Gram UTI| Umred Road| Nagpur,Nagpur,Maharashtra,//,kdmsociety@gmail.com,www.vitnagpur.com
Nav Disha Education Soc| Acharya Vinoba Bhave Institute of Technology |Mauza-Pawnar|Wardha,At Post Pavanar| Dist. Wardha,Wardha,Maharashtra,93733950//93733950,avbit2008@rediffmail.com,www.abvit.org
Vidharbha Bahu uddeshiya Shikshan Sanstha's Abha Gaikwad – Patil College of Engineering| Nagpur,Khasara No.8/1| Mohgaon| Wardha Road| Tal. & Dist. Nagpur,Nagpur,Maharashtra,645412//6648252,vidarbhabuss@yahoo.co.in,www.agpce.com
Gurunanak Educational Society's Gurunanak Institute of Technology| Nagpur,Dahegaon| Kalmeshwar Road| Nagpur,Nagpur,Maharashtra,661450//2234333,gniemnagpur@gmail.com,www.gniem.ac.in
Jai Mahakali Shikshan Sanstha| Agnihotri College of Engineering| Sindhi(Meghe),Nagthana Road| Near Bypass Highway Road| Sindhi (Meghe). Wardha,Wardha,Maharashtra,250152//240527,ajayshelke.000@rediffmail.com,www.agnihotrigroup.org
Yugantar Education Society's Shri Balasaheb Tirpude College of Hotel Management & Catering Technology|Nagpur,Shri Nasikraoji Tirpude Marg|Civil Lines |Sadar| Nagpur,Nagpur,Maharashtra,2550695//2550032,tirpudehmct@gmail.com,www.tirpudehmct.org
Jai Mahakali Shikshan Sanstha's Agnihotri School of Technology| Ramnagar| Wardha,Ramnagar| Wardha | 442001,Wardha,Maharashtra,252888//252888,ast695@rediffmail.com,www.aginihotrigroup.org
Late Madhukarrao Deshmukh Education Soceity's Avdhoot Diploma College Of Engineering| Mouza| Bhojapur,Mauza Bhojapur| P.H. No.115| Sur. No.6| Kuhi| Nagpur 400001,Nagpur,Maharashtra,220021//220021,avdootpoly@rediffmal.com,lmdes.org.in
Krushna Sahayogi Tantra Shikshan Sanstha| Chatrapati Shivaji Institute Of Technology| Deori| Gondia,Shivaji Campus|At.Post.Th.Deori(Chichgadh Road) Gondia | 441901,Gondia,Maharashtra,225631//225631,kstsscsit@rediffmail.com,www.kstsscsit.org
Sikh Education Society's Gurunanak Technical Institute of Pharmacy| Nagpur,Mauza Nari| Near Dixit Nagar| Kh. No. 81/1| C.P. Foundry|Pili Nadi Nagpur | 440026,Nagpur,Maharashtra,2633854//2242017,gnti1983@yahoo.com,www.gntinagpur
V M Institute of Engineering and Technology| Dongargaon| Nagpur,Dhutte village | Near Dongargaon| Wardha Road| Nagpur,Nagpur,Maharashtra,6650243//645689,vmietnag@gmail.com,www.vmit.org.in
ITM College of Engineering| Nagpur,Near Madhi Mandir| Ghorpad Road| Kamptee| Dist-Nagpur,Nagpur,Maharashtra,7109270273//9881713211,prasadv@itmnagpur.ac.in,www.itmnagpur.ac.in
Gondia Education Society's Manoharbhai Patel Institute Of Engineering & Technology| Shahapur| Bhandara,N.H.6 Shahapur|Bhandara,Bhandara,Maharashtra,9975591177//7709967710,principalmietb@rediffmail.com,www.mietbhandara.ac.in
Vidya Niketan Institute of Engineering and Technology| Nagpur,At. Post : Gondkheri. Tah.: Kalmeshwar| Dist.: Nagpur,Nagpur,Maharashtra,277088//277088,principal@vniet.org,www.vniet.org
Cummins College of Engineering For Women| Sukhali (Gupchup)| Tal. Hingna Hingna Nagpur,Mouje Sukhali (Gupchup)| Tal. Hingna  Dist. Nagpur,Nagpur,Maharashtra,96576670//94230551,office@cumminscollege.edu.in,www.cumminscollege.edu.in
G.H.Raisoni Academy of Engineering & Technology| Nagpur,Shraddha Park| Off Hingna-Wadi Link Road| Nagpur,Nagpur,Maharashtra,237688//237688,ghraetnag@raisoni.net,www.ghraet.raisoni.net
Indian Instiutute of Fire Engineering| Nagpur,Makardhokda Katol Road|Near VeerChakra Colony| Nagpur  440013,Nagpur,Maharashtra,2574129//2570733,fireinstitute96@gmail.com,www.firecollegenagpur.in
Maharashtra Shikshan Prasarak Mandals|Sommaya Diploma In Engineering| Wadgaon Dist Chandrapur,Wadgaon Dist Chandrapur   442402,Chandrapur,Maharashtra,271232//271252,somayyamspm@gmail.com,www.somayyapolytechnic.com
Gramin Vikas Multipurpose Education Society|Prabhat Diploma College of Engineering| Mouza Rui| Ta- Bramhapuri| Chandrapur,Gut No. 90| 102| Mouza Rui| Ta- Bramhapuri| Dist-Chandrapur,Chandrapur,Maharashtra,230168//,prabhatpolytechnic@gmail.com,www.gvmes.org.in
Navneet Bahuuddeshya Sanstha| Kinkar Institute Of Technology|Seloo|Dist.Wardha,Rehnki Road|Seloo|Dist.Wardha,Wardha,Maharashtra,220240//220240,principal.kit4612@gmail.com,www.kitseloo.org
Suryodaya College of Engineering & Technology| Nagpur,Survey No. 117/1 & 117/3 A| Vihirgaon| Nagpur,Nagpur,Maharashtra,276282//276282,scetngp@gmail.com,www.scetngp.com
Maharashtra College of Engineering| Betada| Brahmapuri,Choughan Phata| Armori Road| (Betada)| Tal.Bramhapuri| Dist.Chandrapur.,Chandrapur,Maharashtra,//,parag.pise1999@gmail.com,www.yees.edu.cin
R.V. Parankar College of Engineering & Technology| Arvi| Dist Wardha,Survey No. 11611| Mauza - Sarangpuri| Talao Road| Darankikar Wadi| Taluka Arvi| Dist Wardha.,Wardha,Maharashtra,//,raviparnkar@gmail.com,
Bajaj Institute of Technology| Wardha,Arvi Road| in Front of Ramkrishna Bajaj Agriculture College| Pipri| Wardha,Wardha,Maharashtra,255770//9823382851,shikshamandal@gmail.com,www.bit.shikshamandal.org
