COLLEGE_NAME,WEBSITE_LINK
Basava Kalyan Engineering College,www.betbkec.org
Basaveshwar Engg College,http://www.becbgk.edu/
GSS Institute of Technology,www.gssit.org
GSSS Institute of Engineering and Technology,www.geethashishu.org
Nadgir Institute Engineering Technology|,http://www.nadgirinstitute.com/
Karavali Institute of Technology,http://karavalicollege.ac.in
AGM Rural College of Engineering and Technology,www.agmrcet.com
College Of Engineering Eranholi Village,www.cethalassery.ac.in
Government Engineering College of Sreekrishnapuram,www.gecskp.ac.in
T.K.M College of Engineering,www.tkmce.ac.in
Nehru College of Engineering and Research Centre,www.ncerc.net
Mohandas College of Engineering and Technology,www.mcetonline.com
College of Engineering Poonjar,www.cepihrd.ac.in
Sree Narayana Gurukulam College of Engineering,www.sngec.ac.in
College Of Engineering Munnar,www.cemunnar.org
Sri Chitra Thirunal College of Engineering. College,www.sctce.ac.in
Caarmel Engineering college,www.caarmelcollege.org
Sree Narayana Mangalam Institute of Management and Technology|,www.snmimp.org
Sahrdaya College of Engineering & Technology,www.sahrdaya.ac.in
Sree Narayana Guru College of Engineering & Technology|,www.sngcet.org
Saintgits College of Engineering|,www.saintgits.org
Rajagiri School of Engineering and Technology,www.rajagiritech.ac.in
Federal Institute of Science and Technology,www.fisat.ac.in
College Of Engineering Povval,www.lbsce.org
Sri Buddha College of Engg,www.sbce.ac.in
Model Engineering College,www.mec.ac.in
College of Engineering|adoor,www.cea.ac.in
Co-operative Institute of Technology,http://www.citv.ac.in
IES College of Engineering,www.ies.org
Muslim Association College of Engineering,www.macev.org
College of Engineering Kallooppara,www.cek.ac.in
College of Engineering Kerala,www.ce-kgr.org
AWH engineering college,www.awhengg.org
ILAHIA College of Engineering & Technology,www.icet.ac.in
College of Engineering Karunagapally,www.ihrdkerala.org
Royal College of Engineering & Technology Kerala,www.royaledu.ac.in
College of Engineering Perumon,www.perumonec.ac.in
Musaliar College of Engineering and Technology,www.musaliarcollege.com
Mount Zion College of Engineering.,www.mountzioncollege.org
College of Engineering Trikaripur,www.cetkr.ac.in
College of Engineering| Trivandrum,www.cet.ac.in
MES College of Engineering,www.mesengg.ac.in
Met's School of Engineering,www.metsengg.org
MG College of Engineering,www.mgcet.com
College of engineering Cherthala,www.cer.ihrd.ac.in
Government College of Engineering Kerala,www.gcek.ac.in
Jyothi Engineering College,www.jeccthrissur.org
Vimal Jyothi Engineering College,www.vjec.ac.in
Travancore Engineering College,www.tec-engg.com
Jawaharlal College of Engineering and Technology,http://jcet.co.in
Al-Ameen Engineering College,http://www.alameen.ac.in
Amal Jyothi Engineering College,www.amaljyothi.com
KVM College of Engineering and Information Technology,www.kvmtrust.in
KVVS Institute of Technology,www.kvvsit.com
LBS Institute of Technology for Women,www.lbsitw.ac.in
Veda Vyasa Institute of Technology,www.vedavyasa.org
Mar Athanasius College of Engineering,www.maec.ac.in
Younus College of Engineering & Technology,www.ycet.ac.in
Mar Baselios College of Engineering and Technology,www.mbcet.org
Mary Matha College of Engineering & Technology,www.mmcet.org
Mar Baselios Institute of Technology,http://www.mbits.edu.in
Mar Thoma Institute of Technology,www.marthomaettarc.org
Matha College of Technology,www.mathacollegeoftechnology.edu.in
DOEACC Centre| Calicut,www.doeacccalicut.ac.in
Adi Shankara| Adi Shankara Institute of Engineering and Technology,www.adishankara.net
L.B.S College of Engineering,www.lbsce.org
Viswajyothi College of Engineering & Technology,www.vjcet.org
St. Joseph's College of Engineering & Technology Kerala,www.sjcetpalai.org
Toc H Institute of Science and Technology,www.tistcochin.edu.in
College of Engineering Chengannur,www.ceconline.edu
Basilous Mathews Ii College Of Engineering,www.bmce.ac.in
College Of Engineering Cheruvikkal,www.cet.ac.in
Govt.Engineering College|Idukki,www.gecidukki.ac.in
Govt Engineering College Rit,www.rit_ktm.org
ER & DCI Institute of Technology,www.erdciit.ac.in
PA Aziz College of Engineering & Technology,www.paacet.com
Sarabhai Institute of Science and Technology,www.sist.in
Govt. Engineering College| Wayanad,www.gecwyd.ac.in
Government Engineering college | Kozhikode,www.geckkd.ac.in
Mangalam College of Engineering,www.mangalam.net
Government Engineering College | Thrissur|,www.gectcr.edu
Mar Baselios Christian College of Engineering and Technology,www.mbcpeermade.com
KMCT College of Engineering|,www.kmctcollege.com
MEA Engineering College,www.meaengg.in
Govt. Engineering College Barton Hill,www.gecbh.ac.in
College of Engineering And Management,http://www.cempunnapra.org
NSS College of Engineering,www.nssce.ac.in
Crescent College of Technology,www.royalcrescentgroup.com
BM College of Technology,www.bmcollege.net.in
Jagadguru Dattatray College Of Technology,www.jdctindore.in
B.P.Marine Academy,www.bpmarineacademy.in
J.N. College Of Technology,www.jnctbpl.com
Government Engineering College,www.jec-jabalpur.org
Bhabha Engineering Research Institute,www.bhabhainstitute.com
Central India Institute of Technology,www.ciit.com
IES College of Technology,www.iesbpl.net
Gyan Ganga Institute of Technology & Management|,http://ggitm.in
Madhav Institute of Technology & Science,www.mitsgwl.ac.in
Shree Sai Institute of Technology,http://www.ssitrtm.com
Mahakal Institute Of Technology,www.mitujjain.net
Mahakal Institute of Tech. & Science,www.mitsujjain.net.in
Sri Satya Sai Institute of Science & Technology,www.ssssist.com
Ojaswini Institute of Management & Technology,http://ojaswini.org
Oriental Institute of Science and Technology| Thakral Nagar,www.oistbpl.com
Patel College of Science & Technology,www.pgoi.net
Patel College Of Science & Technology| Ratibad,www.pgoi.net
People's College of Research and Technology,www.peoplesgroup.in
Sri Dadaji Institute of Technology & Science,www.sdits.org
IPS College of Technology & Management,http://www.ipsgwalior.org
Globus Engineering College,www.geocities.com/globusbhopal
Gyan Ganga College of Technology,http://www.ggct.co.in/
Priyatam Institute of Technology & Science,http://www.priyatamindia.com
All Saints ' College of Technology,www.asctbhopal.com
Jawaharlal Nehru College of Technology,http://www.jncpasighat.org/
Jawaharlal Institute of Technology,www.jitechno.com
Bhartiya Vidya Mandir College of Technology and Management,www.bvmgroups.com
Gwalior Engineering college,www.gecgwl.org
Institute of Technology and Management Gwalior,www.itmgoc.org
Bansal Institute Of Science & Technology,www.bistbpl.in
ASTRAL Institute of Technology and Research,www.astral.ac.in
Acropolis Institute of Technology and Research Indore,www.acropolis.in
Alpine Institute Of Technology,www.alpineujjain.com
Bansal Institute of Research & Technology,www.bansalgroupofinstitute.net
Guru Ramdas Khalsa Institute of Science and Technology,www.grkist.com
Institute of Information Technology & Management Gawlior,www.itmgoc.org
Acropolis Institute Of Technology & Research,www.acropolis.ac.in
Bhopal Institute of Technology & Science,www.geocities.com
Indore Institute of Technology,www.iistindore.com
All Saints College of Engineering,www.asctbhopal.com
Hitkarni College of Engineering Technology,www.hitkarni.com
Lord Krishna College of Technology,http://lkctindore.net
RKDF Institute Of Technology,www.rkdfgroup.com
Ujjain Engineering College,www.uecu.org.in
University Institute of Technology Bhopal,http://www.bubhopal.nic.in
RKDF School Of Engineering - Engineering,www.rkdfgroup.com
Shri Vaishnav Institute of Technology,www.svits.co.in
Sanghvi Institute of Management & Science,www.sims-indore.com
Shri Rawatpura Sarkar Institute of Technology Madhya Pradesh,www.srgocdatia.org
Samrat Ashok Technological Institute,www.satiengg.org
Shri GSInstitute of Technology and Science,www.sgsits.ac.in
SAM College of Engineering & Technology,kolua gram adampur chawni raisen road
Vindhya Institute of Technology & Science| Amoudha,www.vitsdpr.ac.in
Shiv Kumar Singh Institute of Technology & Science,http://www.sksits.com/
VNS Institute of Technology,www.vitsdpr.ac.in
Rustamji Institute of Technology,www.rjit.org
Truba Institute of Engineering & Information Technology.,www.trubainstitute.com
Sagar Institute of Science and Technology (SISTec),www.sistec.ac.in
Sagar Institute of Science Technology and Research,www.sistec.ac.in
Shri Ram Institute of Technology,www.sritedu.org
Shree Institute of Science and Technology,www.sistbhopal.net
Sagar Institute of Research & Technology,www.sirtbhopal.com
Vikrant Institute of Technology & Management,http://www.vitm.edu.in/
Sushila Devi Bansal College of Technology,www.bansalgroupofinstitutes.net
Maulana Azad National Institute of Technology,www.manit.ac.in
Star Academy of Technology & Management,www.satimindore.com
Rajeev Gandhi Prodyogiki Mahavidyalaya Gram Salaiya,www.rgc bhopal.org
Laxminarayan College of Technology,www.lnctgroup.in
Rewa Institute of Technology,www.ritrewa.com
Rishiraj Institute of Technology,www.ritindore.org
Lakshmi Narain College Of Technology,http://lnctgroup.in
NRI Institute of Technology & Management,www.nritim.org
NRI Institute of Information Science & Technology,www.nrigroupindia.com
Maharana Pratap College of Technology,www.mpct.org
Takshila Institute Of Technology Tietch,www.takshshila.org
Mathura Devi Institute of Technology & Management,www.mathuradeviitm.org
Swami Vivekanand College of Engineering,www.svceindore.ac.in
Malwa Institute of Technology,www.malwa-institute.com
Mandsaur Institute of Technology,www.mitmandsaur.org
Technocrats Institute of Technology Science,www.titbhopal.net
Millennium Institute of Technology & Science,http://www.millenniumbhopal.com/
Thakral College of Technology,www.oistbpl.com
Sanmati Engineering College| Sawargaon Barde| Washim,www.sanmati.in
Harikisan Maloo Institute Of Management & Technology| Amravati,www.maloogroup.org
P. R. Pote Patil Institute of Engineering & Research| At  Kathora| Amravati,www.prppier.ac.in
Padmashri Dr. V.B.  Kolte College of Engineering| Malkapur| Buldhana,www.coemalkapur.ac.in
Bhonsla College of Engineering & Reasearch| Akola,www.bhonslacer.org
Mauli Group of Institutions| College of Engineering and Technology| Shegaon.,www.mauligroup.org
Pratap Institute of Management & Technology| Washim.,www.pimtwashim.org
Shri Guru Gobind Singhji Institute of Engineering and Technology| Nanded,www.sggs.ac.in
Manav School of Engineering & Technology| Gut No. 1035 Nagpur Surat Highway| NH No. 6 Tal.Vyala| Balapur| Akola|  444302,www.manavengineering.ac.in
Let.Dr.D.B.Dod College of Engineering| Jambla|Achalpur,www.dbdcoe.org
Government College of Engineering|  Aurangabad,www.geca.ac.in
G. S. Mandal's Maharashtra Institute of Technology| Aurangabad,www.mit.asia
University Department of Chemical Technology| Aurangabad,www.bamu.net
Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies| Yelgaon,www.plit.ac.in
Shree Yash Pratishthan| Shreeyash College of Engineering and Technology| Aurangabad,www.syp.ac.in
Siddhivinayak Technical Campus| School of Engineering & Research Technology| Shirasgon| Nile,www.stc.org.in
Dhamangaon Education Society's College of Engineering and Technology| Dhamangaon,www.descoet.org
P.R. Patil College of Engineering & Technology| Amravati,www.prpcet.org
Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology| Yavatmal,www.jcoet.org
Deogiri Institute of Engineering and Management Studies| Aurangabad,www.dietms.org
Government Engineering College| Yavatmal,www.gpyavatmal.edu.in
Shri Sant Gajanan Maharaj College of Engineering|Shegaon,www.ssgmce.org
Prof. Ram Meghe Institute of Technology & Research| Amravati,www.mitra.ac.in
Shree Hanuman Vyayam Prasark Mandal's P.G. Department  of Computer Science & Technology| Amravati,www.hvpm.org
Sipna Shikshan Prasarak Mandal College of Engineering & Technology| Amravati,www.sipnaengg.ac.in
Shri Shivaji Education Society's College of Engineering and Technology| Akola,www.coeta.ac.in
Prof Ram Meghe College of Engineering  and Management| Badnera,www.prmceam.ac.in
Janata Shikshan Prasarak Mandalâ€™s Babasaheb Naik College Of Engineering| Pusad,www.bncoepusad.ac.in
Jawaharlal Darda Institute of Engineering and Technology| Yavatmal,www.jdiet.ac.in
Shri Hanuman Vyayam  Prasarak Mandals College of Engineering & Technology| Amravati,www.hvpmcoet.in
Dr. Bhausaheb Nadurkar College of Engineering| Waghapur|Yavatmal,www.dbncoet.ac.in
Dr.Rajendra Gode Institute of Technology & Research| Amravati,www.drgitr.com
G.H. Raisoni college of Engineering & Management| Amravati,ghrcema.raisoni.net
Dwarka Bahu Uddeshiya Gramin Vikas Foundation| Rajarshri Shahu College of Engineering| Buldhana,www.rsce.ac.in
Shri. Dadasaheb Gawai Charitable Trust's Dr. Smt. Kamaltai Gawai Institute of Engineering & Technology| Darapur| Amravati,www.kgiet.ac.in
Paramhansa Ramkrishna Maunibaba Shikshan Santha's | Anuradha Engineering College| Chikhali,www.aecc.ac.in
Shree Sharda Bhavan Education Society's Institute of Technology & Management| Nanded,www.ssbesitm.org
Balaghat Engineering College|Ruddha| Ahmedpur,www.balaghatcollege.com
Maratha Education Society's Institute of Management studies & Information Technology| Aurangabad,www.imsit.edu.in
Gramodyogik Shikshan Mandal's Marathwada Institute Of Technology| Rotegaon| Vaijapur| Dist. Aurangabad.,www.mit.asia
Shree Bharavnath Nisarga Mandal| Diploma in Engineering and Technology| Gevrai Tanda| Aurangabad,www.sbnmpoly.org
Vinayakrao Patil Shikshan Prasarak Mandal| Institute Of Engineering & Technology Kannad,www.ietkannad.org
Shree Dhaneshwari Manav Vikas Mandal Diploma In Engineering And Technology Institute| Hatta| Tal. Basmat| Hingoli,www.sdmvmspolyhatta.in
Dharati Janseva Pratishthan| Diploma In Engineering & Technology Institute| Jalna,www.djppolytech.org
Education Society| Kalawatibai College Of Engineering & Technology (Polytechnic)| Naigaon| Nanded,www.kalawatibaipoly.com
Sahayog Sevabhai Sanstha| Indira Institute Of Technology(Polytechnic)| Nanded.,www.sahayogcampus.ac.in
Gramodyogik Shikshan Mandal's Marathwada Institute of Technology| Aurangabad,www.mit.asia
Marathwada Shikshan Prasarak Mandal's Shri Shivaji Institute of Engineering and Management Studies| Parbhani,www.mspgroup.org
Government College of Engineering| Amravati,www.gcoea.ac.in
Ransamrat Kreeda Mandal's Rajarshi Shahu Institue of Technology|Parli Road Kallam| Dist. Osmanabad,www.shahuitkallam.org
Phoenix Foundation Sanstha's Phoenix Institute Of Technology|Lodga| Tal. Asua|Dist. Latur,www.pitpoly.com
Ambarwadikar Institute of Hotel Management & Catering Technology Polytechnic| Deolai| Aurangabad,www.ambarwadikartech.com
Baliram Patil Mission's S.N.Rai Institute of Engg. & Technology Shrikshtra | Mahur Dist Nanded.,www.balirampatilmission.org
Anand Charitable Trusts| Diploma in Engineering & Technology| Murshadapur| Ashti| Dist. Beed,www.dietashti.org
Aurangabad College of Engineering|  Naygaon Savangi| Aurangabad,www.aurangabadengg.com
Dnyanopasak Shikshan Mandal's Institute of Information Technology & Management| Parbhani.,www.dsmiitm.com
G.S. Mandals Marathwada Institute of Technology (Arch.)| Aurangabad,www.mit.asia
Geetai Charitable Trust's Khurana Sawant Institute of Engineering & Technology| Balsond| Hingoli.,www.ksiet.org
S.V.S.P. Mandal's Swami Vivekanand Institute of Technology and Mangement |Udgir,www.svspm.edu.in
Gramodyogik Shikshan Mandal's Marathwada Institute of Technology| Aurangabad,www.mit.asia
Mahatma Gandhi Missions College of Engineering| Hingoli Rd| Nanded.,www.mgmcen.ac.in
Maharashtra College of Engineering| Nilanga,www.mce-nilanga.com
M.S. Bidve Engineering College| Latur,www.msbecl.ac.in
Terna Public Charitable Trust's College of Engineering| Osmanabad,www.coeosmanabad.com
Shree Tuljabhavani College of Engineering| Tuljapur,www.stbcet.org.in
Adarsh Shikshan Prasarak Mandal's K. T. Patil College of Engineering and Technology| Osmanabad,www.ktpcoe.org.in
M.G.M.'s Jawaharlal Nehru Engineering College| Aurangabad,www.jnec.org
Peoples Education Society's College of Engineering| Aurangabad,www.pescoe.ac.in
Hi-Tech Institute of Technology| Aurangabad,www.hitechengg.edu.in
Aditya Engineering College | Beed,www.adityaeducation.org.in
Nagnathappa Halge Engineering  College| Parli| Beed,www.nhce.in
Matsyodari Shikshan Sansatha's College of Engineering and Technology| Jalna,www.msscetjalna.org
Shri Sai Samajik Vikas Santha's Shri Sai Colllege of Engineering| Paddari Village Tal. & Dist. Aurangabad,www.saiengineeringcollege.in
Maharashtra Education Society's Maharashtra Udayagiri Institute of Management & Technology| Somnathpur,www.muec.ac.in
Mahatma Basaweshwar Education Society's College of Engineering| Ambejogai,www.coea.ac.in
Indala College Of Engineering| Bapsai Tal.Kalyan,icoe.ac.in
WATUMULL INSTITUTE OF ELECTRONICS ENGINEERING & COMPUTER TECHNOLOGY| ULHASNAGAR,www.watumull.edu
A. P. Shah Institute of Technology| Thane,www.apsit.edu.in
Fr. Conceicao Rodrigues College of Engineering| Bandra|Mumbai,www.fragnel.edu.in
Vivekanand Education Society's Institute of Technology| Chembur| Mumbai,www.ves.ac.in/vesit
N.Y.S.S.'s Datta Meghe College of Engineering| Airoli| Navi Mumbai,www.dmce.ac.in
Padmabhushan Vasantdada Patil Pratishthans College of Engineering| Sion|Mumbai,www.pvppcoe.ac.in
Bharati Vidyapeeth College of Engineering|  Navi Mumbai,www.bvcoenm.edu.in
Terna Engineering College| Nerul| Navi Mumbai,www.ternaengg.ac.in
Mandar Education Society's Rajaram Shinde College of Engineering| Pedhambe,www.mandaredusoc.org
Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering| Byculla| Mumbai,www.mhssce.ac.in
Smt. Indira Gandhi College of Engineering| Navi Mumbai,www.sigce.edu.in
Vidyavardhini's College of Engineering and Technology| Vasai,www.vcet.edu.in
Lokmanya Tilak College of Engineering| Kopar Khairane| Navi Mumbai,www.ltce.in
Agnel Charities' FR. C. Rodrigues Institute of Technology| Vashi| Navi Mumbai,www.fcrit.ac.in
Konkan Gyanpeeth College of Engineering| Karjat,www.kgce.edu.in
Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering| Vile Parle|Mumbai,www.djsce.ac.in
Hope Foundation and research center's  Finolex Academy of Management and Technology| Ratnagiri,www.famt.ac.in
Rizvi Education Society's Rizvi College of Engineering| Bandra|Mumbai,www.eng.rizvi.edu.in
Shivajirao S. Jondhale College of Engineering| Dombivali|Mumbai,www.shivajiraojondhalecoe.org.in
Rajendra Mane College of Engineering & Technology  Ambav Deorukh,www.rmcet.com
Thadomal Shahani Engineering College| Bandra| Mumbai,www.tsec.edu
Thakur College of Engineering and Technology| Kandivali| Mumbai,www.tcetmumbai.in
Sevadas Shikshan Prasarak Mandal's Vasantrao Naik Instiute of Technology| Vasarni| Nanded,www.sevadasspmnnd.org
St. Xavier's Technical Institute| Mumbai,www.xaviertech.com
Father Agnel Technical College (Polytechnic)| Bandra(W)| Mumbai,atc.fragnel.ac.in
Dr. Babasaheb Ambedkar Technological University| Lonere,www.dbatu.ac.in
Usha Mittal Institute of Technology SNDT  Women's University| Mumbai,www.umit.ac.in
Institute of Chemical Technology| Matunga| Mumbai,www.ictmumbai.edu.in
Dr. Babasaheb Ambedkar Tech.University|Institute of Petrochemical Engineering|Lonere|Raigad,www.iopelonere.com
K.J.Somaiya College of Engineering| Vidyavihar| Mumbai,www.somaiya.edu/kjsce
Manjara Charitable Trust's Rajiv Gandhi Institute of Technology| Mumbai,www.mctrgit.ac.in
Jawahar Education Society's Annasaheb Chudaman Patil College of Engineering|Kharghar| Navi Mumbai,www.acpce.org
Saraswati Education Society| Yadavrao Tasgaonkar  Institute of Engineering & Technology| Karjat,www.tasgaonkartech.com
Mahavir Education Trust's Shah & Anchor Kutchhi Engineering College| Mumbai,www.shahandanchor.com
Saraswati Education Society's Saraswati College of Engineering|Kharghar Navi Mumbai,www.sce.edu.in
Bharti Vidyapeeth's Institute of Management & Information Technology| Navi Mumbai,www.bvimit.co.in
Deccan Education Society's Navinchandra Mehta Institute of Technology & Development| Dadar| Mumbai,www.nmitd.edu.in
M.G.M.'s College of Engineering and Technology| Kamothe| Navi Mumbai,www.mgmmumbai.ac.in
Vidyalankar Institute of Technology|Wadala| Mumbai,www.vit.edu.in
Chhartrapati Shivaji Maharaj Institute of Technology| Shedung| Panvel,www.csmit.in
Atharva College of Engineering|Malad(West)|Mumbai,www.atharvaeducation.com
S.S.P.M.'s College of Engineering| Kankavli,www.sspmcoe.ac.in
Shree Shankar Narayan Education Trust|Pravin Patil College of Diploma Engg. & Technology| Bhayinder (E) Western Rly,www.prppolytechnic.com
Saraswati Education Society|Saraswati Institute of Technology| Kharghar| Navi Mumbai,www.siot.edu.in
Bharat College of Engineering| Kanhor| Badlapur(W),www.bharatedu.co.in
Dilkap Research Institute Of Engineering and Management Studies| At.Mamdapur| Post- Neral| Tal- Karjat|  Mumbai,www.driems.in
Shree L.R. Tiwari College of Engineering| Mira Road| Mumbai,www.slrtce.in
B.R. Harne College of Engineering & Technology| Karav| Tal-Ambernath.,www.brharnetc.edu.in
Anjuman-I-Islam's Kalsekar Technical Campus| Panvel,www.aiktc.org
Kala Vidyamandir Institute of Technology (Polytechnic)| Malad(W)| Mumbai,www.kvmt.co.in
Metropolitan Institute of Technology & Management| Sukhalwad| Sindhudurg.,www.mitm.ac.in
G.M.Vedak Institute of Technology| Tala| Raigad.,www.gmvit.com
S.K.Education Trust| Dr. Manoj A Shete College of Engineering & Technology| Kasara.,www.drmscoet.com
Universal College of Engineering|Kaman Dist. Palghar,www.ucoe.edu.in
VPM's Maharshi Parshuram College of Engineering| Velneshwar| Ratnagiri.,www.vpmmpcoe.org
Ideal Institute of Technology| Wada| Dist.Thane,www.idealwada.com
Vishwaniketan's Institute of Management Entrepreneurship and Engineering Technology(i MEET)| Khalapur Dist Raigad,www.vishwaniketan.edu.in
New Horizon Institute of Technology & Management| Thane,www.nhitm.ac.in
Vishvatmak Jangli Maharaj Ashram Trust's Vishvatmak Om Gurudev College of Engineering| Mohili-Aghai| Shahpur.,www.vishwatmakengg.com
St. Francis Institute of Technology|Borivali| Mumbai,www.sfit.ac.in
Maratha Mandir's Babasaheb Gawade Institute of Technology| Mumbai,www.mmbgit.org
Mandar Education Society's Rajaram Shinde  Institute of Engineering and Technology| Pedhambe,www.mandaredusoc.org
Mahatma Education Society's Pillai College of Engineering| New Panvel,www.pce.ac.in
Don Bosco Institute of Technology| Mumbai,www.dbit.in
K J Somaiya Institute of Engineering and Information Technology| Sion| Mumbai,www.somaiya.edu/vidyavihar/kjsieit
Excelsior Education Society's K.C. College of Engineering and Management Studies and Research| Kopri| Thane (E),www.kccoe.org
S.I.E.S. Graduate School of Technology| Nerul| Navi Mumbai,www.siesgst.edu.in
Xavier Institute Of Engineering C/O  Xavier Technical Institute|Mahim|Mumbai,www.xavier.ac.in
Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology | Andheri| Mumbai,www.spit.ac.in
Bharati Vidyapeeth's Institute of Technology| Navi Mumbai,www.iotmumbai.bharatividyapeeth.edu
Gharda Foundation's Gharda Institute of Technology|Khed| Ratnagiri,www.git-india.edu.in
Aldel Education Trust's St. John College of Engineering & Management| Vevoor| Palghar,www.sjcet.co.in
Koti Vidya Charitable Trust's  Smt. Alamuri Ratnamala Institute of Engineering and Technology|  Sapgaon| Tal. Shahapur,www.armiet.com
Saraswati Education Society| Yadavrao Tasgaonkar College of Engineering and Management| Nasarapur| Chandai| Karjat,www.tasgaonkartech.com
Late Shri. Vishnu Waman Thakur Charitable Trust| Viva Institute of Technology| Shirgaon,www.viva-technology.org
Haji Jamaluddin Thim Trust's Theem College of Engineering| At. Villege Betegaon| Boisar,www.theemcoe.org
Sardar Patel College of Engineering| Andheri,www.spce.ac.in
Leela Education Society| G.V. Acharya Institute of Engineering and Technology| Shelu| Karjat,www.leelaeducationsociety.org
Vighnaharata Trust's  Shivajirao S. Jondhale College of Engineering & Technology| Shahapur| Asangaon| Dist Thane,www.jondhleengg.org
Shri Sai Institute of Technology(Polytechnic)|Aurangabad,www.ssit.org.in
Nikam Institute of Technology(Polytechnic)|Dhule,www.nitgondur.org
International Centre of Excellence in Engineering & Management| Aurangabad.,www.iceemabad.com
P.S.G.V.P. Mandal's D.N. Patel College of Engineering| Shahada| Dist. Nandurbar,www.coeshahada.ac.in
Sanjay Education Society's College of Engineering| Navalnagar,www.sescoe.org
T.M.E. Society's J.T.Mahajan College of Engineering| Faizpur,www.jtmcoef.ac.in
Nagaon  Education Society's Gangamai College of Engineering| Nagaon| Tal Dist Dhule,www.gangamaiengg.org
Hindi Seva Mandal's Shri Sant Gadgebaba College of Engineering & Technology| Bhusawal,www.ssgbcoet.com
Godavari Foundation's Godavari College Of Engineering|  Jalgaon,engg.godavarifoundation.org
R. C. Patel Institute of Technology| Shirpur,www.rcpit.ac.in
Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering| Sangamner,www.avcoe.org
SNJB's Late Sau. Kantabai Bhavarlalji Jain College of Engineering|  (Jain Gurukul)| Neminagar|Chandwad|(Nashik),www.snjb.org
Matoshri College of Engineering and Research Centre| Eklahare| Nashik,www.mcoerc.org
Vishwabharati Academy's College of Engineering| Ahmednagar,www.vacoea.com
Gokhale Education Society's| R.H. Sapat College of Engineering| Management Studies and Research| Nashik,www.ges-coengg.org
Kalyani Charitable Trust| Late Gambhirrao Natuba Sapkal College of Engineering| Anjaneri| Trimbakeshwar Road| Nashik,www.sapkalknowledgehub.org
Shri Chhatrapati Shivaji College of Engineering| (Rahuri Factory)| Tal.Rahuri| Dist.Ahmednagar,www.scscoe.org
Amruta Vaishnavi Education & Welfare Trust's Shatabdi Institute of Engineering & Research| Agaskhind Tal. Sinnar,www.sier.org.in
A.J.M.V.P.S. Institute of Hotel Management & Catering Technology College| Ahmednagar,www.ihmct.in
G. H. Raisoni College of Engineering and Management| Ahmednagar,ghrcemahm.raisoni.net
Mahatama Gandhi Vidyamandir's College of Hotel Management & Catering Technology | Nashik,www.mgv.edu/hmct
Dr. Vithalrao Vikhe Patil College of Engineering| Ahmednagar,www.enggnagar.com
MET Bhujbal Knowledge City MET League's Engineering College| Adgaon| Nashik.,www.metbhujbalknowledgecity.ac.in
University Institute  of Chemical Technology| North Maharashtra University| Jalgaon,www.nmu.ac.in
Government College of Engineering| Jalgaon,www.gcoej.ac.in
Shri Shivaji Vidya Prasarak Sanstha's Late Bapusaheb Shivaji Rao Deore College of Engineering|Dhule,www.ssvpsengg.ac.in
Shramsadhana Bombay Trust| College of Engineering & Technology| Jalgaon,www.sscoetjalgaon.ac.in
G.H. Raisoni Institute of Engineering and Management| Jalgaon,www.raisoni.net
K. C. E. Societys College of Engineering and Information Technology| Jalgaon,www.coeit.kces.in
Sanjivani Rural Education Society's Sanjivani College of Engineering| Kopargaon,www.sanjivanicoe.org.in
Shri Gulabrao Deokar College of Engineering| Jalgaon,www.sgdcoejalgaon.org
Sandip Foundation| Sandip Institute of Technology and Research Centre| Mahiravani| Nashik,www.sandipfoundation.org
Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology| Nashik,www.imrt.ac.in
K. K. Wagh Institute of Engineering Education and Research| Nashik,www.engg.kkwagh.edu.in
Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch| Babulgaon,www.sndcoe.ac.in
Pravara Rural Education Society's Sir Visvesvaraya Institute of Technology| Chincholi Dist. Nashik,www.svitnashik.in
Brahma Valley College of Engineering & Research| Trimbakeshwar| Nashik,www.brahmavalley.com
Pravara Rural College of Engineering| Loni| Pravaranagar| Ahmednagar.,www.pravaraengg.org.in
Nashik District Maratha Vidya Prasarak Samaj's Karmaveer Adv.Babaurao Ganpatrao Thakare College of Engineering| Nashik,www.kbtcoe.org
Bajaj Institute of Technology| Wardha,www.bit.shikshamandal.org
Pravara Rural Education Society's Padmashri Dr. Vittalrao Vikhe Patil Institute of Technology and Engineering Polytechnic |Pravaranagar,www.pravara.in
Shree Sant Muktabai Sansthan's Shri Sant Muktabai Institute of Technology| Jalgaon,www.muktaieducation.org
Ahmednagar Jilha Maratha Vidya Prasarak Samajache| Shri. Chhatrapati Shivaji Maharaj College of Engineering| Nepti,www.scoea.org
Shree Saibaba Institute of Engineering| Research & Allied Sciences| Rahta.,www.shrisaibabaengg.org
Akole Taluka Education Society|s Technical Campus| Akole| Ahmednagar,www.atestc.com
K.V.N. Naik S. P. Sansth's Loknete Gopinathji Munde Institute of Engineering Education & Research| Nashik.,www.logmieer.com
Ashok Institute of Engineering & Technology(Polytechnic)| Shrirampur.,www.ashokpolytechnic.org
